Date,Close
1/2/2019 16:00:00,62.02
1/3/2019 16:00:00,60.07
1/4/2019 16:00:00,63.54
1/7/2019 16:00:00,66.99
1/8/2019 16:00:00,67.07
1/9/2019 16:00:00,67.71
1/10/2019 16:00:00,68.99
1/11/2019 16:00:00,69.45
1/14/2019 16:00:00,66.88
1/15/2019 16:00:00,68.89
1/16/2019 16:00:00,69.21
1/17/2019 16:00:00,69.46
1/18/2019 16:00:00,60.45
1/22/2019 16:00:00,59.78
1/23/2019 16:00:00,57.52
1/24/2019 16:00:00,58.3
1/25/2019 16:00:00,59.41
1/28/2019 16:00:00,59.28
1/29/2019 16:00:00,59.49
1/30/2019 16:00:00,61.75
1/31/2019 16:00:00,61.4
2/1/2019 16:00:00,62.44
2/4/2019 16:00:00,62.58
2/5/2019 16:00:00,64.27
2/6/2019 16:00:00,63.44
2/7/2019 16:00:00,61.5
2/8/2019 16:00:00,61.16
2/11/2019 16:00:00,62.57
2/12/2019 16:00:00,62.36
2/13/2019 16:00:00,61.63
2/14/2019 16:00:00,60.75
2/15/2019 16:00:00,61.58
2/19/2019 16:00:00,61.13
2/20/2019 16:00:00,60.51
2/21/2019 16:00:00,58.25
2/22/2019 16:00:00,58.94
2/25/2019 16:00:00,59.75
2/26/2019 16:00:00,59.57
2/27/2019 16:00:00,62.95
2/28/2019 16:00:00,63.98
3/1/2019 16:00:00,58.96
3/4/2019 16:00:00,57.07
3/5/2019 16:00:00,55.31
3/6/2019 16:00:00,55.25
3/7/2019 16:00:00,55.32
3/8/2019 16:00:00,56.83
3/11/2019 16:00:00,58.18
3/12/2019 16:00:00,56.67
3/13/2019 16:00:00,57.79
3/14/2019 16:00:00,57.99
3/15/2019 16:00:00,55.09
3/18/2019 16:00:00,53.9
3/19/2019 16:00:00,53.49
3/20/2019 16:00:00,54.72
3/21/2019 16:00:00,54.8
3/22/2019 16:00:00,52.91
3/25/2019 16:00:00,52.08
3/26/2019 16:00:00,53.55
3/27/2019 16:00:00,54.97
3/28/2019 16:00:00,55.72
3/29/2019 16:00:00,55.97
4/1/2019 16:00:00,57.84
4/2/2019 16:00:00,57.18
4/3/2019 16:00:00,58.36
4/4/2019 16:00:00,53.56
4/5/2019 16:00:00,54.99
4/8/2019 16:00:00,54.64
4/9/2019 16:00:00,54.46
4/10/2019 16:00:00,55.21
4/11/2019 16:00:00,53.68
4/12/2019 16:00:00,53.54
4/15/2019 16:00:00,53.28
4/16/2019 16:00:00,54.67
4/17/2019 16:00:00,54.25
4/18/2019 16:00:00,54.65
4/22/2019 16:00:00,52.55
4/23/2019 16:00:00,52.78
4/24/2019 16:00:00,51.73
4/25/2019 16:00:00,49.53
4/26/2019 16:00:00,47.03
4/29/2019 16:00:00,48.29
4/30/2019 16:00:00,47.74
